,occupation,onet_included,onet_bls_name,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
691,Engine and Other Machine Assemblers,1.0,Engine and Other Machine Assemblers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-2031,Engine and Other Machine Assemblers,detailed,45990.0,2.5,,,,,23.13,48110,0.8,14.56,18.08,22.81,28.86,29.42,30280,37610,47440,60020,61190,,
692,Fiberglass Laminators and Fabricators,1.0,Fiberglass Laminators and Fabricators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-2051,Fiberglass Laminators and Fabricators,detailed,17380.0,3.1,,,,,19.4,40360,0.9,13.95,14.74,18.1,22.67,23.88,29010,30660,37650,47160,49670,,
693,Slaughterers and Meat Packers,1.0,Slaughterers and Meat Packers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-3023,Slaughterers and Meat Packers,detailed,86450.0,1.6,,,,,15.39,32010,0.3,11.42,13.99,14.38,17.73,18.18,23750,29090,29900,36870,37820,,
694,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1.0,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,14920.0,4.4,,,,,22.64,47100,0.8,14.45,17.96,22.53,27.16,29.94,30060,37370,46850,56500,62280,,
695,"Pressers, Textile, Garment, and Related Materials",1.0,"Pressers, Textile, Garment, and Related Materials",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,26910.0,3.6,,,,,13.52,28110,0.7,10.38,11.2,13.79,14.34,17.39,21580,23290,28680,29820,36160,,
696,Shoe and Leather Workers and Repairers,1.0,Shoe and Leather Workers and Repairers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6041,Shoe and Leather Workers and Repairers,detailed,5620.0,5.7,,,,,16.77,34890,2.1,11.23,13.63,15.12,18.32,23.08,23360,28350,31450,38100,48010,,
697,Shoe Machine Operators and Tenders,1.0,Shoe Machine Operators and Tenders,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6042,Shoe Machine Operators and Tenders,detailed,3610.0,9.7,,,,,14.38,29920,4.2,10.08,11.27,13.73,16.58,18.29,20970,23440,28560,34490,38030,,
698,"Sewers, Hand",1.0,"Sewers, Hand",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6051,"Sewers, Hand",detailed,4170.0,9.7,,,,,15.07,31350,1.4,10.72,12.66,14.39,17.56,18.59,22290,26330,29930,36530,38660,,
699,Textile Bleaching and Dyeing Machine Operators and Tenders,1.0,Textile Bleaching and Dyeing Machine Operators and Tenders,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,6240.0,6.5,,,,,15.36,31940,1,11.13,13.63,14.39,17.63,19.43,23140,28350,29930,36670,40420,,
700,"Textile Cutting Machine Setters, Operators, and Tenders",1.0,"Textile Cutting Machine Setters, Operators, and Tenders",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,11970.0,3.0,,,,,15.91,33100,0.8,11.06,13.63,14.41,17.86,22.5,23010,28350,29960,37150,46800,,
701,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.0,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,16330.0,2.4,,,,,16.17,33640,0.7,11.4,13.96,16.34,17.87,21.86,23720,29030,33990,37170,45460,,
702,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.0,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,22160.0,1.9,,,,,15.89,33050,0.8,12.53,13.95,14.44,17.78,19.39,26060,29020,30020,36990,40340,,
703,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.0,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,14040.0,4.4,,,,,19.52,40600,1.1,13.96,14.78,18.05,22.81,28.61,29030,30750,37550,47440,59520,,
704,Upholsterers,1.0,Upholsterers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-6093,Upholsterers,detailed,28020.0,2.7,,,,,18.38,38220,0.7,11.39,14.3,17.99,22.22,25.09,23700,29750,37420,46210,52190,,
705,Furniture Finishers,1.0,Furniture Finishers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-7021,Furniture Finishers,detailed,16300.0,2.8,,,,,17.94,37310,0.8,12.59,14.23,17.59,21.41,23.43,26200,29610,36580,44520,48730,,
706,"Model Makers, Wood",1.0,"Model Makers, Wood",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-7031,"Model Makers, Wood",detailed,340.0,22.3,,,,,28.87,60040,4.6,17.82,22.55,29.22,36.51,38.38,37070,46910,60780,75940,79830,,
707,Gas Plant Operators,1.0,Gas Plant Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-8092,Gas Plant Operators,detailed,15110.0,3.7,,,,,37.01,76970,1.2,22.82,29.53,37.43,46.25,49.72,47470,61410,77850,96200,103420,,
708,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",1.0,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,34230.0,2.7,,,,,38.7,80500,0.5,24.66,30.94,38.24,47.13,48.94,51290,64350,79540,98030,101780,,
709,"Grinding and Polishing Workers, Hand",1.0,"Grinding and Polishing Workers, Hand",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9022,"Grinding and Polishing Workers, Hand",detailed,15680.0,5.1,,,,,17.3,35990,1.2,11.76,14.31,17.15,18.71,22.95,24470,29750,35670,38910,47730,,
710,"Cutters and Trimmers, Hand",1.0,"Cutters and Trimmers, Hand",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9031,"Cutters and Trimmers, Hand",detailed,7920.0,5.9,,,,,16.51,34330,1.4,11.17,13.51,14.54,18.14,22.92,23240,28100,30230,37740,47680,,
711,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1.0,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,13580.0,3.2,,,,,17.22,35820,0.8,12.42,14.06,16.87,18.72,22.76,25840,29250,35090,38940,47330,,
712,Etchers and Engravers,1.0,Etchers and Engravers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9194,Etchers and Engravers,detailed,7110.0,10.6,,,,,17.77,36970,1.7,11.47,14.16,17.59,21.13,23.74,23860,29460,36590,43950,49390,,
713,Tire Builders,1.0,Tire Builders,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9197,Tire Builders,detailed,17240.0,2.2,,,,,23,47840,0.6,14.66,18.09,23.05,28.9,29.03,30500,37630,47940,60110,60390,,
714,Aircraft Cargo Handling Supervisors,1.0,Aircraft Cargo Handling Supervisors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-1041,Aircraft Cargo Handling Supervisors,detailed,8590.0,3.4,,,,,29.84,62080,0.8,18.67,23.17,25.74,38.38,39.64,38830,48180,53540,79830,82450,,
715,Sailors and Marine Oilers,1.0,Sailors and Marine Oilers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-5011,Sailors and Marine Oilers,detailed,26610.0,3.7,,,,,27.79,57800,2.7,14,17.01,22.46,29.53,37.67,29120,35380,46720,61430,78340,,
716,Motorboat Operators,1.0,Motorboat Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-5022,Motorboat Operators,detailed,2740.0,11.0,,,,,21.35,44410,2.8,13.63,15.68,18.59,24.53,32.04,28350,32620,38670,51020,66640,,
717,Ship Engineers,1.0,Ship Engineers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-5031,Ship Engineers,detailed,7650.0,4.2,,,,,46.59,96910,2.2,23.76,30.93,39.62,50.92,67.02,49420,64330,82410,105910,139410,,
718,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",1.0,Transportation Inspectors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-6051,Transportation Inspectors,detailed,25070.0,2.0,,,,,37.32,77620,1.1,17.8,24.41,38.35,47.25,59.71,37030,50780,79770,98280,124200,,
719,Transportation Inspectors,1.0,Transportation Inspectors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-6051,Transportation Inspectors,detailed,25070.0,2.0,,,,,37.32,77620,1.1,17.8,24.41,38.35,47.25,59.71,37030,50780,79770,98280,124200,,
720,Machine Feeders and Offbearers,1.0,Machine Feeders and Offbearers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-7063,Machine Feeders and Offbearers,detailed,60880.0,2.4,,,,,17.63,36660,0.4,12.73,14.38,17.79,18.97,23.24,26480,29920,37010,39460,48350,,
721,Gas Compressor and Gas Pumping Station Operators,1.0,Gas Compressor and Gas Pumping Station Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,2910.0,6.1,,,,,32.27,67130,1.6,18.51,23.75,34,38.7,43.63,38490,49400,70720,80500,90740,,
722,"Pump Operators, Except Wellhead Pumpers",1.0,"Pump Operators, Except Wellhead Pumpers",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-7072,"Pump Operators, Except Wellhead Pumpers",detailed,10600.0,7.2,,,,,26.15,54400,2.4,16.41,18.67,23.84,31.12,38.38,34120,38830,49580,64740,79830,,
723,Computer and Information Research Scientists,1.0,Computer and Information Research Scientists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,15-1221,Computer and Information Research Scientists,detailed,30840.0,3.8,,,,,68.58,142650,1.7,35.68,47.66,63.22,78.98,#,74210,99140,131490,164280,#,,
724,Geographic Information Systems Technologists and Technicians,1.0,Computer and Information Research Scientists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,15-1221,Computer and Information Research Scientists,detailed,30840.0,3.8,,,,,68.58,142650,1.7,35.68,47.66,63.22,78.98,#,74210,99140,131490,164280,#,,
725,Software Quality Assurance Analysts and Testers,1.0,Software Quality Assurance Analysts and Testers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,15-1253,Software Quality Assurance Analysts and Testers,detailed,190120.0,1.7,,,,,46.97,97710,0.7,23.54,34.57,47.22,59.88,73.68,48960,71910,98220,124550,153250,,
726,Computer Systems Engineers/Architects,1.0,Computer Occupations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Web Developers,1.0,Web Developers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,15-1254,Web Developers,detailed,84820.0,2.7,,,,,39.09,81320,1.1,18.4,24.57,37.03,48.4,62.39,38280,51100,77030,100670,129760,,
728,Web Administrators,1.0,"Software and Web Developers, Programmers, and Testers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Validation Engineers,1.0,"Software and Web Developers, Programmers, and Testers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,"Makeup Artists, Theatrical and Performance",1.0,"Makeup Artists, Theatrical and Performance",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,39-5091,"Makeup Artists, Theatrical and Performance",detailed,1960.0,39.0,,,,,59.8,124380,12.2,18.31,37.91,64.78,79.12,82.77,38070,78850,134750,164560,172150,,
731,Shampooers,1.0,Shampooers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,39-5093,Shampooers,detailed,9560.0,11.2,,,,,12.09,25160,2.6,9,10.61,11.75,13.88,14.62,18720,22070,24440,28860,30420,,
732,Farm Labor Contractors,1.0,Farm Labor Contractors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1074,Farm Labor Contractors,detailed,440.0,24.9,,,,,26.16,54400,7.2,15.38,18.34,22.97,29.66,38.99,31990,38140,47770,61700,81100,,
733,Agricultural Inspectors,1.0,Agricultural Inspectors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,45-2011,Agricultural Inspectors,detailed,13630.0,2.7,,,,,22.8,47430,0.8,14.42,17.12,21.7,27.33,33.39,29990,35610,45140,56850,69450,,
734,Floor Sanders and Finishers,1.0,Floor Sanders and Finishers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2043,Floor Sanders and Finishers,detailed,4340.0,11.4,,,,,21.34,44380,4.1,13.62,14.55,18.82,23.1,31.82,28340,30250,39140,48040,66190,,
735,Pile Driver Operators,1.0,Pile Driver Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2072,Pile Driver Operators,detailed,3760.0,13.3,,,,,36.51,75950,3,18.35,23.53,36.66,46.33,54.5,38170,48950,76260,96360,113360,,
736,Paperhangers,1.0,Paperhangers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-2142,Paperhangers,detailed,2340.0,15.1,,,,,24.79,51560,5.2,14.23,18.11,22.89,29.05,36.51,29590,37670,47610,60420,75940,,
737,Helpers--Roofers,1.0,Helpers--Roofers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-3016,Helpers--Roofers,detailed,6830.0,7.0,,,,,17.31,36000,1.7,12.45,14.26,17.48,18.53,22.81,25890,29650,36360,38550,47430,,
738,Continuous Mining Machine Operators,1.0,Continuous Mining Machine Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-5041,Continuous Mining Machine Operators,detailed,14740.0,3.9,,,,,27.61,57430,0.7,18.3,22.78,28.99,29.66,37.53,38050,47370,60300,61690,78060,,
739,"Rock Splitters, Quarry",1.0,"Rock Splitters, Quarry",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-5051,"Rock Splitters, Quarry",detailed,4450.0,10.1,,,,,20.02,41630,3.6,13.86,14.48,18.12,22.85,28.71,28830,30120,37700,47530,59730,,
740,Watch and Clock Repairers,1.0,Watch and Clock Repairers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,49-9064,Watch and Clock Repairers,detailed,1970.0,13.8,,,,,21.86,45460,5.9,11.26,14.09,21.27,26.7,35.94,23420,29300,44250,55530,74760,,
741,Timing Device Assemblers and Adjusters,1.0,Timing Device Assemblers and Adjusters,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-2061,Timing Device Assemblers and Adjusters,detailed,560.0,10.4,,,,,21.48,44670,6.4,14.27,15.44,18.16,23.08,31.35,29680,32120,37780,48010,65200,,
742,Gem and Diamond Workers,1.0,Jewelers and Precious Stone and Metal Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,24350.0,3.7,,,,,22.64,47090,1.3,13,17.06,22.42,28.01,33.15,27030,35490,46640,58260,68960,,
743,Jewelers and Precious Stone and Metal Workers,1.0,Jewelers and Precious Stone and Metal Workers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,24350.0,3.7,,,,,22.64,47090,1.3,13,17.06,22.42,28.01,33.15,27030,35490,46640,58260,68960,,
744,Dredge Operators,1.0,Dredge Operators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-7031,Dredge Operators,detailed,1650.0,10.1,,,,,24.29,50530,2.8,17.04,18.39,22.22,29.68,36.83,35440,38250,46210,61740,76610,,
745,"Loading and Moving Machine Operators, Underground Mining",1.0,"Loading and Moving Machine Operators, Underground Mining",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,47-5044,"Loading and Moving Machine Operators, Underground Mining",detailed,4450.0,4.2,,,,,27.56,57330,0.8,18.27,22.62,27.84,29.34,36.73,38000,47060,57900,61030,76390,,
746,Transportation Security Screeners,1.0,Transportation Security Screeners,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9093,Transportation Security Screeners,detailed,48320.0,0.4,,,,,22.3,46380,0.2,18.91,19.98,21.86,23.73,26.86,39330,41560,45470,49360,55870,,
747,Fitness and Wellness Coordinators,1.0,Recreation and Fitness Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Clinical Research Coordinators,1.0,Project Management Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1082,Project Management Specialists,detailed,743860.0,0.8,,,,,47.32,98420,0.4,23.92,30.89,45.43,60.3,76.51,49750,64250,94500,125430,159140,,
749,Information Technology Project Managers,1.0,Project Management Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1082,Project Management Specialists,detailed,743860.0,0.8,,,,,47.32,98420,0.4,23.92,30.89,45.43,60.3,76.51,49750,64250,94500,125430,159140,,
750,Recycling Coordinators,1.0,Project Management Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1082,Project Management Specialists,detailed,743860.0,0.8,,,,,47.32,98420,0.4,23.92,30.89,45.43,60.3,76.51,49750,64250,94500,125430,159140,,
751,Investment Fund Managers,1.0,Financial Managers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,11-3031,Financial Managers,detailed,681070.0,0.6,,,,,73.78,153460,0.3,37.04,47.89,63.32,92.24,#,77040,99620,131710,191860,#,,
752,Financial Managers,1.0,Financial Managers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,11-3031,Financial Managers,detailed,681070.0,0.6,,,,,73.78,153460,0.3,37.04,47.89,63.32,92.24,#,77040,99620,131710,191860,#,,
753,Online Merchants,1.0,Miscellaneous Sales and Related Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Business Continuity Planners,1.0,Business Operations Specialists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Regulatory Affairs Specialists,1.0,Business Operations Specialists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Sustainability Specialists,1.0,Operations Specialties Managers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Financial Quantitative Analysts,1.0,Financial and Investment Analysts,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-2051,Financial and Investment Analysts,detailed,291880.0,1.5,,,,,49.53,103020,0.9,27.84,31.75,44.03,59.91,80.08,57900,66030,91580,124610,166560,,
758,Database Architects,1.0,Database Architects,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,15-1243,Database Architects,detailed,50440.0,5.5,,,,,58.58,121840,2.5,30.41,38.99,59.34,75.07,81.49,63260,81110,123430,156140,169500,,
759,Document Management Specialists,1.0,Database Architects,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,15-1243,Database Architects,detailed,50440.0,5.5,,,,,58.58,121840,2.5,30.41,38.99,59.34,75.07,81.49,63260,81110,123430,156140,169500,,
760,Data Warehousing Specialists,1.0,Database and Network Administrators and Architects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Clinical Data Managers,1.0,Database and Network Administrators and Architects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Business Intelligence Analysts,1.0,Computer and Information Analysts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Intelligence Analysts,1.0,Computer and Information Analysts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Video Game Designers,1.0,"Designers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-1029,"Designers, All Other",detailed,10190.0,5.8,,,,,35.33,73480,4.5,14.54,21.43,29.96,47.13,62.49,30230,44580,62310,98030,129990,,
765,Transportation Engineers,1.0,"Transportation Workers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,53-6099,"Transportation Workers, All Other",detailed,13750.0,4.7,,,,,19.23,39990,1.3,11.18,14.19,17.73,23.34,29.55,23250,29520,36880,48540,61450,,
766,Fuel Cell Engineers,1.0,"Engineers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2199,"Engineers, All Other",detailed,151940.0,1.6,,,,,51.83,107800,0.6,28.24,37.29,48.38,62.81,79.18,58730,77560,100640,130650,164690,,
767,Wind Energy Engineers,1.0,"Engineers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2199,"Engineers, All Other",detailed,151940.0,1.6,,,,,51.83,107800,0.6,28.24,37.29,48.38,62.81,79.18,58730,77560,100640,130650,164690,,
768,Solar Energy Systems Engineers,1.0,"Engineers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2199,"Engineers, All Other",detailed,151940.0,1.6,,,,,51.83,107800,0.6,28.24,37.29,48.38,62.81,79.18,58730,77560,100640,130650,164690,,
769,"Energy Engineers, Except Wind and Solar",1.0,"Engineers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2199,"Engineers, All Other",detailed,151940.0,1.6,,,,,51.83,107800,0.6,28.24,37.29,48.38,62.81,79.18,58730,77560,100640,130650,164690,,
770,Manufacturing Engineers,1.0,"Engineers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2199,"Engineers, All Other",detailed,151940.0,1.6,,,,,51.83,107800,0.6,28.24,37.29,48.38,62.81,79.18,58730,77560,100640,130650,164690,,
771,Automotive Engineering Technicians,1.0,Automotive Technicians and Repairers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Geneticists,1.0,Medical Scientists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Climate Change Policy Analysts,1.0,Miscellaneous Social Scientists and Related Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Industrial Ecologists,1.0,Environmental Scientists and Geoscientists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Adapted Physical Education Specialists,1.0,"Special Education Teachers, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2059,"Special Education Teachers, All Other",detailed,38000.0,4.1,,,,,*,71330,2.1,*,*,*,*,*,38130,48350,61720,82230,104370,True,
776,Tutors,1.0,Tutors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-3041,Tutors,detailed,147100.0,2.1,,,,,20.09,41780,1.7,11.36,14.05,17.53,22.63,29.61,23640,29230,36470,47070,61580,,
777,Allergists and Immunologists,1.0,Physicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Hospitalists,1.0,Physicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Urologists,1.0,Physicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Dermatologists,1.0,Dermatologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1213,Dermatologists,detailed,9230.0,13.1,,,,,145.55,302740,4.3,48.53,81.74,#,#,#,100940,170020,#,#,#,,
781,Neurologists,1.0,Neurologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1217,Neurologists,detailed,7120.0,7.8,,,,,128.68,267660,2.4,37.81,62.94,#,#,#,78650,130920,#,#,#,,
782,"Ophthalmologists, Except Pediatric",1.0,"Ophthalmologists, Except Pediatric",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1241,"Ophthalmologists, Except Pediatric",detailed,11610.0,20.4,,,,,129.85,270090,10.5,48.53,79.51,#,#,#,100940,165380,#,#,#,,
783,"Physicians, Pathologists",1.0,"Physicians, Pathologists",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1222,"Physicians, Pathologists",detailed,11010.0,9.2,,,,,128.45,267180,3.2,30.45,65.46,#,#,#,63340,136160,#,#,#,,
784,Physical Medicine and Rehabilitation Physicians,1.0,"Physicians, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1229,"Physicians, All Other",detailed,256670.0,1.6,,,,,111.3,231500,0.7,29.45,46.37,#,#,#,61260,96450,#,#,#,,
785,Preventive Medicine Physicians,1.0,"Physicians, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1229,"Physicians, All Other",detailed,256670.0,1.6,,,,,111.3,231500,0.7,29.45,46.37,#,#,#,61260,96450,#,#,#,,
786,Sports Medicine Physicians,1.0,"Physicians, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1229,"Physicians, All Other",detailed,256670.0,1.6,,,,,111.3,231500,0.7,29.45,46.37,#,#,#,61260,96450,#,#,#,,
787,Naturopathic Physicians,1.0,"Physicians, All Other",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1229,"Physicians, All Other",detailed,256670.0,1.6,,,,,111.3,231500,0.7,29.45,46.37,#,#,#,61260,96450,#,#,#,,
788,Radiologists,1.0,Radiologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1224,Radiologists,detailed,29530.0,9.2,,,,,145.06,301720,2.9,37.88,79.62,#,#,#,78780,165610,#,#,#,,
789,Acupuncturists,1.0,Acupuncturists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1291,Acupuncturists,detailed,7250.0,12.7,,,,,34.51,71770,6,14.22,18.27,29.12,47.33,60.79,29580,38000,60570,98440,126440,,
790,Neurodiagnostic Technologists,1.0,Diagnostic Related Technologists and Technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Hearing Aid Specialists,1.0,Hearing Aid Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2092,Hearing Aid Specialists,detailed,10790.0,6.0,,,,,28.83,59960,2.7,15.88,18.81,28.61,36.5,40.46,33040,39130,59500,75910,84150,,
