	O*NET-SOC Code	Task ID	Task	Task Type	Title	human_exposure_agg	gpt4_exposure	gpt4_exposure_alt_rubric	gpt_3_relevant	gpt4_automation	alpha	beta	gamma	automation	human_labels
16414	51-4031.00	10130.0	Mark identifying data on workpieces.	Core	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16415	51-4031.00	20820.0	Clean work area.	Core	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16416	51-4031.00	10132.0	Plan sequences of operations, applying knowledge of physical properties of workpiece materials.	Core	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E2	E0	E0	True	T1	0.0	0.0	0.0	0.25	E2
16417	51-4031.00	20821.0	Operate forklifts to deliver materials.	Core	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16418	51-4031.00	10128.0	Lubricate workpieces with oil.	Core	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16419	51-4031.00	10131.0	Turn controls to set cutting speeds, feed rates, or table angles for specified operations.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16420	51-4031.00	10120.0	Scribe reference lines on workpieces as guides for cutting operations, according to blueprints, templates, sample parts, or specifications.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
16421	51-4031.00	10123.0	Place workpieces on cutting tables, manually or using hoists, cranes, or sledges.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16422	51-4031.00	10126.0	Turn valves to start flow of coolant against cutting areas or to start airflow that blows cuttings away from kerfs.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16423	51-4031.00	10125.0	Thread ends of metal coils from reels through slitters and secure ends on recoilers.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16424	51-4031.00	10134.0	Grind out burrs or sharp edges, using portable grinders, speed lathes, or polishing jacks.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16425	51-4031.00	10136.0	Remove housings, feed tubes, tool holders, or other accessories to replace worn or broken parts, such as springs or bushings.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16426	51-4031.00	10129.0	Replace defective blades or wheels, using hand tools.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16427	51-4031.00	10121.0	Set blade tensions, heights, and angles to perform prescribed cuts, using wrenches.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16428	51-4031.00	10138.0	Select, clean, and install spacers, rubber sleeves, or cutters on arbors.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16429	51-4031.00	10133.0	Hand-form, cut, or finish workpieces, using tools such as table saws, hand sledges, or anvils.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16430	51-4031.00	10139.0	Preheat workpieces, using heating furnaces or hand torches.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16431	51-4031.00	10135.0	Sharpen dulled blades, using bench grinders, abrasive wheels, or lathes.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16432	51-4031.00	10137.0	Hone cutters with oilstones to remove nicks.	Supplemental	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16433	51-4032.00	11974.0	Verify conformance of machined work to specifications, using measuring instruments, such as calipers, micrometers, or fixed or telescoping gauges.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16434	51-4032.00	11975.0	Study machining instructions, job orders, or blueprints to determine dimensional or finish specifications, sequences of operations, setups, or tooling requirements.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
16435	51-4032.00	11980.0	Move machine controls to lower tools to workpieces and to engage automatic feeds.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16436	51-4032.00	11988.0	Verify that workpiece reference lines are parallel to the axis of table rotation, using dial indicators mounted in spindles.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16437	51-4032.00	11983.0	Establish zero reference points on workpieces, such as at the intersections of two edges or over hole locations.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16438	51-4032.00	11978.0	Change worn cutting tools, using wrenches.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16439	51-4032.00	11976.0	Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining instructions or knowledge of metal properties.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16440	51-4032.00	11979.0	Position and secure workpieces on tables, using bolts, jigs, clamps, shims, or other holding devices.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16441	51-4032.00	11984.0	Observe drilling or boring machine operations to detect any problems.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16442	51-4032.00	11985.0	Lift workpieces onto work tables either manually or with hoists or direct crane operators to lift and position workpieces.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16443	51-4032.00	11981.0	Turn valves and direct flow of coolants or cutting oil over cutting areas.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16444	51-4032.00	11977.0	Install tools in spindles.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16445	51-4032.00	11987.0	Perform minor assembly, such as fastening parts with nuts, bolts, or screws, using power tools or hand tools.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16446	51-4032.00	11982.0	Operate single- or multiple-spindle drill presses to bore holes so that machining operations can be performed on metal or plastic workpieces.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16447	51-4032.00	11986.0	Lay out reference lines and machining locations on work, using layout tools, and applying knowledge of shop math and layout techniques.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16448	51-4032.00	11990.0	Sharpen cutting tools, using bench grinders.	Core	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16449	51-4032.00	11989.0	Operate tracing attachments to duplicate contours from templates or models.	Supplemental	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16450	51-4033.00	10140.0	Inspect or measure finished workpieces to determine conformance to specifications, using measuring instruments, such as gauges or micrometers.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16451	51-4033.00	10145.0	Measure workpieces and lay out work, using precision measuring devices.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16452	51-4033.00	10143.0	Observe machine operations to detect any problems, making necessary adjustments to correct problems.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16453	51-4033.00	10150.0	Move machine controls to index workpieces, and to adjust machines for pre-selected operational settings.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16454	51-4033.00	10147.0	Study blueprints, work orders, or machining instructions to determine product specifications, tool requirements, and operational sequences.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E2	E0	True	T2	0.0	0.5	1.0	0.5	E0
16455	51-4033.00	10146.0	Select machine tooling to be used, using knowledge of machine and production requirements.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
16456	51-4033.00	10148.0	Mount and position tools in machine chucks, spindles, or other tool holding devices, using hand tools.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16457	51-4033.00	10149.0	Activate machine start-up switches to grind, lap, hone, debar, shear, or cut workpieces, according to specifications.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16458	51-4033.00	10142.0	Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic workpieces.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16459	51-4033.00	10144.0	Set and adjust machine controls according to product specifications, using knowledge of machine operation.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16460	51-4033.00	10151.0	Brush or spray lubricating compounds on workpieces, or turn valve handles and direct flow of coolant against tools and workpieces.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16461	51-4033.00	10141.0	Lift and position workpieces, manually or with hoists, and secure them in hoppers or on machine tables, faceplates, or chucks, using clamps.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16462	51-4033.00	10156.0	Repair or replace machine parts, using hand tools, or notify engineering personnel when corrective action is required.	Core	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E2	E0	E0	False	T0	0.0	0.0	0.0	0.0	E2
16463	51-4033.00	10152.0	Compute machine indexings and settings for specified dimensions and base reference points.	Supplemental	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E1	E0	True	T3	1.0	1.0	1.0	0.75	E0
16464	51-4033.00	10157.0	Maintain stocks of machine parts and machining tools.	Supplemental	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16465	51-4033.00	10154.0	Thread and hand-feed materials through machine cutters or abraders.	Supplemental	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16466	51-4033.00	10155.0	Adjust air cylinders and setting stops to set traverse lengths and feed arm strokes.	Supplemental	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16467	51-4033.00	10153.0	Slide spacers between buffs on spindles to set spacing.	Supplemental	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16468	51-4034.00	11993.0	Adjust machine controls and change tool settings to keep dimensions within specified tolerances.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16469	51-4034.00	11999.0	Replace worn tools, and sharpen dull cutting tools and dies, using bench grinders or cutter-grinding machines.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16470	51-4034.00	11991.0	Inspect sample workpieces to verify conformance with specifications, using instruments such as gauges, micrometers, and dial indicators.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16471	51-4034.00	11995.0	Start lathe or turning machines and observe operations to ensure that specifications are met.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16472	51-4034.00	12000.0	Position, secure, and align cutting tools in toolholders on machines, using hand tools, and verify their positions with measuring instruments.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16473	51-4034.00	11997.0	Crank machines through cycles, stopping to adjust tool positions and machine controls to ensure specified timing, clearances, and tolerances.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16474	51-4034.00	11992.0	Study blueprints, layouts or charts, and job orders for information on specifications and tooling instructions, and to determine material requirements and operational sequences.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E2	E2	False	T2	0.0	0.5	1.0	0.5	E0
16475	51-4034.00	11996.0	Select cutting tools and tooling instructions, according to written specifications or knowledge of metal properties and shop mathematics.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E2	E1	E0	False	T1	1.0	1.0	1.0	0.25	E2
16476	51-4034.00	11994.0	Move controls to set cutting speeds and depths and feed rates, and to position tools in relation to workpieces.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16477	51-4034.00	20923.0	Refill, change, and monitor the level of fluids, such as oil and coolant, in machines.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16478	51-4034.00	12002.0	Install holding fixtures, cams, gears, and stops to control stock and tool movement, using hand tools, power tools, and measuring instruments.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16479	51-4034.00	12001.0	Compute unspecified dimensions and machine settings, using knowledge of metal properties and shop mathematics.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E1	E0	True	T1	1.0	1.0	1.0	0.25	E0
16480	51-4034.00	11998.0	Lift metal stock or workpieces manually or using hoists, and position and secure them in machines, using fasteners and hand tools.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16481	51-4034.00	12003.0	Move toolholders manually or by turning handwheels, or engage automatic feeding mechanisms to feed tools to and along workpieces.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16482	51-4034.00	12004.0	Turn valve handles to direct the flow of coolant onto work areas or to coat disks with spinning compounds.	Core	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16483	51-4034.00	12005.0	Mount attachments, such as relieving or tracing attachments, to perform operations, such as duplicating contours of templates or trimming workpieces.	Supplemental	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16484	51-4035.00	14003.0	Position and secure workpieces on machines, using holding devices, measuring instruments, hand tools, and hoists.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16485	51-4035.00	14001.0	Remove workpieces from machines, and check to ensure that they conform to specifications, using measuring instruments such as microscopes, gauges, calipers, and micrometers.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16486	51-4035.00	14007.0	Verify alignment of workpieces on machines, using measuring instruments such as rules, gauges, or calipers.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16487	51-4035.00	14009.0	Move cutters or material manually or by turning handwheels, or engage automatic feeding mechanisms to mill workpieces to specifications.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16488	51-4035.00	14002.0	Observe milling or planing machine operation, and adjust controls to ensure conformance with specified tolerances.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16489	51-4035.00	14008.0	Select cutting speeds, feed rates, and depths of cuts, applying knowledge of metal properties and shop mathematics.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E1	E0	False	T1	1.0	1.0	1.0	0.25	E0
16490	51-4035.00	14004.0	Study blueprints, layouts, sketches, or work orders to assess workpiece specifications and to determine tooling instructions, tools and materials needed, and sequences of operations.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E2	E0	False	T1	0.0	0.5	1.0	0.25	E0
16491	51-4035.00	14006.0	Compute dimensions, tolerances, and angles of workpieces or machines according to specifications and knowledge of metal properties and shop mathematics.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E1	E0	True	T1	1.0	1.0	1.0	0.25	E0
16492	51-4035.00	14005.0	Move controls to set cutting specifications, to position cutting tools and workpieces in relation to each other, and to start machines.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16493	51-4035.00	14010.0	Replace worn tools, using hand tools, and sharpen dull tools, using bench grinders.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16494	51-4035.00	14011.0	Select and install cutting tools and other accessories according to specifications, using hand tools or power tools.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E2	E0	E0	False	T0	0.0	0.0	0.0	0.0	E2
16495	51-4035.00	14013.0	Turn valves or pull levers to start and regulate the flow of coolant or lubricant to work areas.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16496	51-4035.00	14012.0	Record production output.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
16497	51-4035.00	14015.0	Mount attachments and tools, such as pantographs, engravers, or routers, to perform other operations, such as drilling or boring.	Core	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16498	51-4035.00	14014.0	Make templates or cutting tools.	Supplemental	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16499	51-4041.00	20292.0	Calculate dimensions or tolerances, using instruments, such as micrometers or vernier calipers.	Core	Machinists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16500	51-4041.00	3094.0	Machine parts to specifications, using machine tools, such as lathes, milling machines, shapers, or grinders.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16501	51-4041.00	3095.0	Measure, examine, or test completed units to check for defects and ensure conformance to specifications, using precision instruments, such as micrometers.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16502	51-4041.00	20293.0	Set up, adjust, or operate basic or specialized machine tools used to perform precision machining operations.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16503	51-4041.00	3110.0	Program computers or electronic instruments, such as numerically controlled machine tools.	Core	Machinists	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
16504	51-4041.00	20295.0	Study sample parts, blueprints, drawings, or engineering information to determine methods or sequences of operations needed to fabricate products.	Core	Machinists	E0	E2	E2	False	T1	0.0	0.5	1.0	0.25	E0
16505	51-4041.00	3098.0	Monitor the feed and speed of machines during the machining process.	Core	Machinists	E0	E0	E0	False	T3	0.0	0.0	0.0	0.75	E0
16506	51-4041.00	20294.0	Maintain machine tools in proper operational condition.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16507	51-4041.00	3117.0	Fit and assemble parts to make or repair machine tools.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16508	51-4041.00	3097.0	Align and secure holding fixtures, cutting tools, attachments, accessories, or materials onto machines.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16509	51-4041.00	3116.0	Confer with numerical control programmers to check and ensure that new programs or machinery will function properly and that output will meet specifications.	Core	Machinists	E2	E1	E0	False	T1	1.0	1.0	1.0	0.25	E2
16510	51-4041.00	3106.0	Operate equipment to verify operational efficiency.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16511	51-4041.00	20297.0	Evaluate machining procedures and recommend changes or modifications for improved efficiency or adaptability.	Core	Machinists	E2	E1	E0	False	T1	1.0	1.0	1.0	0.25	E2
16512	51-4041.00	20296.0	Diagnose machine tool malfunctions to determine need for adjustments or repairs.	Core	Machinists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16513	51-4041.00	3119.0	Design fixtures, tooling, or experimental parts to meet special engineering needs.	Core	Machinists	E2	E2	E0	False	T1	0.0	0.5	1.0	0.25	E2
16514	51-4041.00	19905.0	Dispose of scrap or waste material in accordance with company policies and environmental regulations.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16515	51-4041.00	3112.0	Confer with engineering, supervisory, or manufacturing personnel to exchange technical information.	Core	Machinists	E2	E1	E0	False	T1	1.0	1.0	1.0	0.25	E2
16516	51-4041.00	3101.0	Lay out, measure, and mark metal stock to display placement of cuts.	Core	Machinists	E0	E2	E0	False	T0	0.0	0.5	1.0	0.0	E0
16517	51-4041.00	19906.0	Separate scrap waste and related materials for reuse, recycling, or disposal.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16518	51-4041.00	3103.0	Check work pieces to ensure that they are properly lubricated or cooled.	Core	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16519	51-4041.00	3115.0	Support metalworking projects from planning and fabrication through assembly, inspection, and testing, using knowledge of machine functions, metal properties, and mathematics.	Supplemental	Machinists	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16520	51-4041.00	3107.0	Install repaired parts into equipment or install new equipment.	Supplemental	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16521	51-4041.00	3113.0	Dismantle machines or equipment, using hand tools or power tools to examine parts for defects and replace defective parts where needed.	Supplemental	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16522	51-4041.00	3123.0	Test experimental models under simulated operating conditions, for purposes such as development, standardization, or feasibility of design.	Supplemental	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16523	51-4041.00	3122.0	Set up or operate metalworking, brazing, heat-treating, welding, or cutting equipment.	Supplemental	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16524	51-4041.00	3120.0	Prepare working sketches for the illustration of product appearance.	Supplemental	Machinists	E2	E2	E2	False	T2	0.0	0.5	1.0	0.5	E2
16525	51-4041.00	3114.0	Establish work procedures for fabricating new structural products, using a variety of metalworking machines.	Supplemental	Machinists	E2	E0	E0	False	T1	0.0	0.0	0.0	0.25	E2
16526	51-4041.00	3121.0	Install experimental parts or assemblies, such as hydraulic systems, electrical wiring, lubricants, or batteries into machines or mechanisms.	Supplemental	Machinists	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16527	51-4041.00	3109.0	Advise clients about the materials being used for finished products.	Supplemental	Machinists	E2	E0	E2	False	T1	0.0	0.0	0.0	0.25	E2
16528	51-4051.00	10163.0	Regulate supplies of fuel and air, or control flow of electric current and water coolant to heat furnaces and adjust temperatures.	Core	Metal-Refining Furnace Operators and Tenders	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16529	51-4051.00	10158.0	Draw smelted metal samples from furnaces or kettles for analysis, and calculate types and amounts of materials needed to ensure that materials meet specifications.	Core	Metal-Refining Furnace Operators and Tenders	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
16530	51-4051.00	10162.0	Weigh materials to be charged into furnaces, using scales.	Core	Metal-Refining Furnace Operators and Tenders	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16531	51-4051.00	10160.0	Record production data, and maintain production logs.	Core	Metal-Refining Furnace Operators and Tenders	E2	E1	E1	True	T3	1.0	1.0	1.0	0.75	E2
16532	51-4051.00	10165.0	Observe air and temperature gauges or metal color and fluidity, and turn fuel valves or adjust controls to maintain required temperatures.	Core	Metal-Refining Furnace Operators and Tenders	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16533	51-4051.00	10161.0	Operate controls to move or discharge metal workpieces from furnaces.	Core	Metal-Refining Furnace Operators and Tenders	E0	E0	E0	False	T0	0.0	0.0	0.0	0.0	E0
16534	51-4051.00	10164.0	Inspect furnaces and equipment to locate defects and wear.	Core	Metal-Refining Furnace Operators and Tenders	E0	E0	E0	False	T1	0.0	0.0	0.0	0.25	E0
